household_type,income_group,year,market_inc,social_insurance_benefits,inc_before_transfers_taxes,means_tested_transfers,federal_taxes,inc_after_transfers_taxes
elderly_headed_hh,percentiles_91_95,2002,121800,38100,159900,1100,27300,133600
elderly_headed_hh,percentiles_91_95,2003,127000,36200,163200,1200,27600,136800
elderly_headed_hh,percentiles_91_95,2004,133300,37800,171100,1200,29600,142700
elderly_headed_hh,percentiles_91_95,2005,141800,37800,179700,1100,32200,148700
elderly_headed_hh,percentiles_91_95,2006,144200,39500,183600,1200,32800,152000
elderly_headed_hh,percentiles_91_95,2007,145900,40100,185900,1700,32300,155400
elderly_headed_hh,percentiles_91_95,2008,138000,41700,179700,1000,27200,153500
elderly_headed_hh,percentiles_91_95,2009,130900,45300,176200,1600,25800,152000
elderly_headed_hh,percentiles_91_95,2010,134900,43100,178000,1500,26800,152700
elderly_headed_hh,percentiles_91_95,2011,140400,40400,180800,1100,28400,153600
elderly_headed_hh,percentiles_91_95,2012,145300,42600,187900,1200,30200,158900
elderly_headed_hh,percentiles_91_95,2013,144800,43000,187700,1100,31900,156900
elderly_headed_hh,percentiles_91_95,2014,148200,43300,191500,1600,32700,160400
elderly_headed_hh,percentiles_91_95,2015,154700,44700,199400,1800,34300,166900
elderly_headed_hh,percentiles_91_95,2016,158100,43900,202000,2100,35000,169100
elderly_headed_hh,percentiles_91_95,2017,162100,43800,205900,1700,34600,173100
elderly_headed_hh,percentiles_91_95,2018,171300,43800,215100,1100,34700,181500
elderly_headed_hh,percentiles_91_95,2019,176300,45800,222100,1800,35900,188000
elderly_headed_hh,percentiles_91_95,2020,179400,47400,226700,3800,34500,196000
elderly_headed_hh,percentiles_91_95,2021,188200,45300,233500,3100,37500,199200
elderly_headed_hh,percentiles_96_99,1979,153900,19800,173700,200,45700,128100
elderly_headed_hh,percentiles_96_99,1980,146400,20200,166700,100,42300,124400
elderly_headed_hh,percentiles_96_99,1981,143300,21100,164400,200,40300,124300
elderly_headed_hh,percentiles_96_99,1982,137800,23800,161600,100,34500,127100
elderly_headed_hh,percentiles_96_99,1983,141500,24700,166200,200,34000,132400
elderly_headed_hh,percentiles_96_99,1984,155700,26500,182200,100,40700,141500
elderly_headed_hh,percentiles_96_99,1985,159900,27600,187500,100,40800,146800
elderly_headed_hh,percentiles_96_99,1986,172100,27300,199500,100,41400,158200
elderly_headed_hh,percentiles_96_99,1987,175900,28200,204100,100,48700,155500
elderly_headed_hh,percentiles_96_99,1988,178800,28700,207500,200,48100,159600
elderly_headed_hh,percentiles_96_99,1989,185300,27700,213000,200,49300,163900
elderly_headed_hh,percentiles_96_99,1990,174700,28700,203400,200,45800,157800
elderly_headed_hh,percentiles_96_99,1991,166300,30400,196700,100,42000,154900
elderly_headed_hh,percentiles_96_99,1992,174300,31800,206100,200,44600,161800
elderly_headed_hh,percentiles_96_99,1993,169100,34000,203100,100,44900,158300
elderly_headed_hh,percentiles_96_99,1994,172700,34800,207500,500,47800,160100
elderly_headed_hh,percentiles_96_99,1995,187100,35100,222200,400,53800,168900
elderly_headed_hh,percentiles_96_99,1996,194700,35600,230300,600,55900,175000
elderly_headed_hh,percentiles_96_99,1997,211000,36100,247200,400,60300,187300
elderly_headed_hh,percentiles_96_99,1998,220700,35900,256600,800,60200,197200
elderly_headed_hh,percentiles_96_99,1999,234800,35700,270400,600,64800,206300
elderly_headed_hh,percentiles_96_99,2000,240900,37200,278100,700,65700,213100
elderly_headed_hh,percentiles_96_99,2001,224000,37800,261800,600,57500,204900
elderly_headed_hh,percentiles_96_99,2002,212800,38100,251000,800,53500,198200
elderly_headed_hh,percentiles_96_99,2003,225000,39100,264100,1000,55200,209900
elderly_headed_hh,percentiles_96_99,2004,240300,38900,279200,800,59600,220400
elderly_headed_hh,percentiles_96_99,2005,260500,38600,299000,800,67500,232300
elderly_headed_hh,percentiles_96_99,2006,269700,40300,310000,900,70400,240500
elderly_headed_hh,percentiles_96_99,2007,276400,41300,317700,1300,68800,250200
elderly_headed_hh,percentiles_96_99,2008,248400,41600,290000,1000,57600,233400
elderly_headed_hh,percentiles_96_99,2009,225800,45200,270900,1000,50100,221700
elderly_headed_hh,percentiles_96_99,2010,237700,44100,281800,1000,55500,227300
elderly_headed_hh,percentiles_96_99,2011,248600,41800,290400,600,57800,233200
elderly_headed_hh,percentiles_96_99,2012,260600,41700,302200,600,62100,240800
elderly_headed_hh,percentiles_96_99,2013,263800,42200,306000,900,67200,239700
elderly_headed_hh,percentiles_96_99,2014,271000,43000,314000,800,69800,245100
elderly_headed_hh,percentiles_96_99,2015,281400,44200,325600,1200,72000,254900
elderly_headed_hh,percentiles_96_99,2016,287200,43600,330800,1100,73200,258700
elderly_headed_hh,percentiles_96_99,2017,297400,43800,341200,1300,73200,269300
elderly_headed_hh,percentiles_96_99,2018,309900,43800,353700,1000,70600,284100
elderly_headed_hh,percentiles_96_99,2019,318100,45400,363500,1200,72100,292600
elderly_headed_hh,percentiles_96_99,2020,331700,46800,378500,2700,75000,306200
elderly_headed_hh,percentiles_96_99,2021,363600,45500,409100,2000,84000,327100
elderly_headed_hh,top_1_percent,1979,586500,18000,604600,100,221600,383100
elderly_headed_hh,top_1_percent,1980,538800,18600,557400,0,194900,362500
elderly_headed_hh,top_1_percent,1981,529900,19800,549700,100,174300,375400
elderly_headed_hh,top_1_percent,1982,540600,21100,561700,100,153300,408500
elderly_headed_hh,top_1_percent,1983,609000,22700,631700,0,169200,462500
elderly_headed_hh,top_1_percent,1984,672300,28200,700500,100,193400,507200
elderly_headed_hh,top_1_percent,1985,740300,28600,768900,0,203500,565400
elderly_headed_hh,top_1_percent,1986,878000,29700,907800,100,223500,684300
elderly_headed_hh,top_1_percent,1987,743100,28700,771800,0,222900,548900
elderly_headed_hh,top_1_percent,1988,966300,30000,996300,200,287900,708600
elderly_headed_hh,top_1_percent,1989,850100,29200,879300,100,242200,637100
elderly_headed_hh,top_1_percent,1990,818200,31300,849500,300,231000,618800
elderly_headed_hh,top_1_percent,1991,705600,33500,739000,100,199900,539300
elderly_headed_hh,top_1_percent,1992,810500,34500,845000,300,239000,606300
elderly_headed_hh,top_1_percent,1993,762200,35300,797400,0,245800,551700
elderly_headed_hh,top_1_percent,1994,790800,34200,825000,300,264800,560600
elderly_headed_hh,top_1_percent,1995,866200,34500,900700,200,296200,604700
elderly_headed_hh,top_1_percent,1996,1011200,35200,1046400,400,345900,701000
elderly_headed_hh,top_1_percent,1997,1143400,36900,1180300,200,373000,807500
elderly_headed_hh,top_1_percent,1998,1247200,36300,1283500,600,382500,901600
elderly_headed_hh,top_1_percent,1999,1367000,36400,1403300,200,420100,983400
elderly_headed_hh,top_1_percent,2000,1433800,39500,1473300,900,433300,1040800
elderly_headed_hh,top_1_percent,2001,1236500,39700,1276200,500,370400,906200
elderly_headed_hh,top_1_percent,2002,1157500,40400,1197900,500,350900,847500
elderly_headed_hh,top_1_percent,2003,1262400,41900,1304300,400,369200,935500
elderly_headed_hh,top_1_percent,2004,1517700,40000,1557700,700,439900,1118500
elderly_headed_hh,top_1_percent,2005,1775700,40600,1816300,600,521300,1295600
elderly_headed_hh,top_1_percent,2006,1800600,42400,1843000,1000,523800,1320200
elderly_headed_hh,top_1_percent,2007,2097000,43200,2140200,500,563900,1576800
elderly_headed_hh,top_1_percent,2008,1621300,41500,1662800,900,428900,1234800
elderly_headed_hh,top_1_percent,2009,1308200,44900,1353200,700,354900,999000
elderly_headed_hh,top_1_percent,2010,1402000,43200,1445200,1000,390000,1056100
elderly_headed_hh,top_1_percent,2011,1591700,41900,1633600,1000,443900,1190700
elderly_headed_hh,top_1_percent,2012,1969600,43800,2013400,600,542800,1471200
elderly_headed_hh,top_1_percent,2013,1504700,43400,1548200,500,492000,1056700
elderly_headed_hh,top_1_percent,2014,1714100,42000,1756000,1300,563000,1194300
elderly_headed_hh,top_1_percent,2015,1770900,42700,1813600,600,574100,1240100
elderly_headed_hh,top_1_percent,2016,1762400,43600,1806000,1500,567200,1240300
elderly_headed_hh,top_1_percent,2017,1799800,43900,1843600,1500,541200,1303900
elderly_headed_hh,top_1_percent,2018,1803100,44100,1847200,1400,512000,1336600
elderly_headed_hh,top_1_percent,2019,1819000,45800,1864800,400,516600,1348600
elderly_headed_hh,top_1_percent,2020,2142100,46600,2188700,3200,602400,1589400
elderly_headed_hh,top_1_percent,2021,2665700,46300,2712000,1100,741400,1971800
nonelderly_childless_hh,all_quintiles,1979,71500,2100,73600,700,18100,56200
nonelderly_childless_hh,all_quintiles,1980,69500,2300,71800,800,17800,54800
nonelderly_childless_hh,all_quintiles,1981,69400,2400,71800,800,18000,54600
nonelderly_childless_hh,all_quintiles,1982,70000,2600,72600,800,16900,56500
nonelderly_childless_hh,all_quintiles,1983,70200,2400,72700,800,16500,57000
nonelderly_childless_hh,all_quintiles,1984,73100,2300,75400,900,17100,59200
nonelderly_childless_hh,all_quintiles,1985,75800,2200,78000,900,18000,60800
nonelderly_childless_hh,all_quintiles,1986,80600,2200,82800,900,19100,64600
nonelderly_childless_hh,all_quintiles,1987,80000,2300,82300,900,19700,63400
nonelderly_childless_hh,all_quintiles,1988,84700,2300,87000,900,21000,67000
nonelderly_childless_hh,all_quintiles,1989,83700,2300,86100,1000,20500,66600
nonelderly_childless_hh,all_quintiles,1990,84500,2500,87000,1100,20900,67200
nonelderly_childless_hh,all_quintiles,1991,81800,2700,84500,1200,20300,65400
nonelderly_childless_hh,all_quintiles,1992,84100,3000,87100,1400,20900,67600
nonelderly_childless_hh,all_quintiles,1993,83400,3000,86400,1500,21200,66700
nonelderly_childless_hh,all_quintiles,1994,84300,2700,87100,1600,21700,66900
nonelderly_childless_hh,all_quintiles,1995,85700,2800,88500,1700,22200,68000
nonelderly_childless_hh,all_quintiles,1996,89100,2900,92000,1700,23200,70400
nonelderly_childless_hh,all_quintiles,1997,92600,2900,95500,1800,24200,73000
nonelderly_childless_hh,all_quintiles,1998,96500,2900,99400,1900,24900,76300
nonelderly_childless_hh,all_quintiles,1999,100600,2900,103600,2000,26200,79300
nonelderly_childless_hh,all_quintiles,2000,102400,3000,105400,2100,26600,80900
nonelderly_childless_hh,all_quintiles,2001,97500,3100,100600,2300,24000,78800
nonelderly_childless_hh,all_quintiles,2002,91700,3500,95200,2500,21900,75800
nonelderly_childless_hh,all_quintiles,2003,93300,3700,97000,2600,21600,78000
nonelderly_childless_hh,all_quintiles,2004,97000,3700,100700,2700,22600,80800
nonelderly_childless_hh,all_quintiles,2005,102800,3700,106500,2800,24400,84900
nonelderly_childless_hh,all_quintiles,2006,104900,3800,108700,2700,24900,86500
nonelderly_childless_hh,all_quintiles,2007,105100,3800,108800,2800,24300,87300
nonelderly_childless_hh,all_quintiles,2008,98800,4000,102700,2900,21300,84300
nonelderly_childless_hh,all_quintiles,2009,92600,5100,97800,3300,19800,81300
nonelderly_childless_hh,all_quintiles,2010,91000,5300,96300,3500,19800,79900
nonelderly_childless_hh,all_quintiles,2011,92100,4800,96900,3800,19700,81100
nonelderly_childless_hh,all_quintiles,2012,96200,4700,101000,3900,21100,83800
nonelderly_childless_hh,all_quintiles,2013,95000,4400,99400,4000,22500,80800
nonelderly_childless_hh,all_quintiles,2014,98900,4100,103000,4400,23800,83600
nonelderly_childless_hh,all_quintiles,2015,100900,4000,104900,4700,24000,85600
nonelderly_childless_hh,all_quintiles,2016,102200,4100,106200,4900,24300,86800
nonelderly_childless_hh,all_quintiles,2017,106300,4100,110400,5000,25100,90200
nonelderly_childless_hh,all_quintiles,2018,111300,3900,115200,5000,25200,95000
nonelderly_childless_hh,all_quintiles,2019,111600,3900,115500,5200,25000,95700
nonelderly_childless_hh,all_quintiles,2020,109600,5100,114700,9100,21600,102200
nonelderly_childless_hh,all_quintiles,2021,119000,4500,123500,8000,24700,106800
nonelderly_childless_hh,lowest_quintile,1979,13900,2000,15900,1500,2300,15100
nonelderly_childless_hh,lowest_quintile,1980,13500,2100,15600,1500,2300,14800
nonelderly_childless_hh,lowest_quintile,1981,13400,2000,15300,1700,2300,14700
nonelderly_childless_hh,lowest_quintile,1982,13100,2000,15100,1600,2200,14500
nonelderly_childless_hh,lowest_quintile,1983,12900,1600,14500,1600,2300,13900
nonelderly_childless_hh,lowest_quintile,1984,13700,1700,15400,1700,2400,14600
nonelderly_childless_hh,lowest_quintile,1985,14100,1700,15800,1600,2600,14800
nonelderly_childless_hh,lowest_quintile,1986,13900,1500,15400,1700,2500,14600
nonelderly_childless_hh,lowest_quintile,1987,14000,1700,15700,1400,2600,14600
nonelderly_childless_hh,lowest_quintile,1988,14500,1700,16200,1300,2700,14800
nonelderly_childless_hh,lowest_quintile,1989,15500,1600,17200,1300,2800,15600
nonelderly_childless_hh,lowest_quintile,1990,15900,1800,17700,1300,3000,16000
nonelderly_childless_hh,lowest_quintile,1991,16600,1700,18300,1300,3100,16500
nonelderly_childless_hh,lowest_quintile,1992,16500,1900,18500,1300,3100,16700
nonelderly_childless_hh,lowest_quintile,1993,16400,1900,18300,1400,3100,16600
nonelderly_childless_hh,lowest_quintile,1994,16700,1800,18600,1600,3100,17100
nonelderly_childless_hh,lowest_quintile,1995,17000,1700,18800,1700,3200,17400
nonelderly_childless_hh,lowest_quintile,1996,16800,1800,18600,1900,3000,17500
nonelderly_childless_hh,lowest_quintile,1997,17600,1800,19300,2000,3300,18000
nonelderly_childless_hh,lowest_quintile,1998,18500,1800,20300,2000,3300,19000
nonelderly_childless_hh,lowest_quintile,1999,19500,1700,21200,2000,3400,19800
nonelderly_childless_hh,lowest_quintile,2000,19000,1700,20600,2100,3300,19400
nonelderly_childless_hh,lowest_quintile,2001,18500,2100,20500,2400,3100,19800
nonelderly_childless_hh,lowest_quintile,2002,18100,2200,20300,2100,2900,19600
nonelderly_childless_hh,lowest_quintile,2003,18000,2300,20300,2100,2900,19600
nonelderly_childless_hh,lowest_quintile,2004,18100,2400,20500,2100,2900,19700
nonelderly_childless_hh,lowest_quintile,2005,19200,2200,21500,2400,3200,20700
nonelderly_childless_hh,lowest_quintile,2006,20300,2000,22300,2500,3400,21500
nonelderly_childless_hh,lowest_quintile,2007,20800,2100,22900,2600,3300,22300
nonelderly_childless_hh,lowest_quintile,2008,20900,2500,23400,2600,2600,23400
nonelderly_childless_hh,lowest_quintile,2009,19900,3200,23100,2700,2400,23400
nonelderly_childless_hh,lowest_quintile,2010,19600,3200,22800,2900,2500,23200
nonelderly_childless_hh,lowest_quintile,2011,20100,3000,23000,3100,2600,23500
nonelderly_childless_hh,lowest_quintile,2012,19500,2700,22300,3400,2600,23000
nonelderly_childless_hh,lowest_quintile,2013,20900,2600,23500,3300,3200,23700
nonelderly_childless_hh,lowest_quintile,2014,20400,2300,22700,3900,3100,23500
nonelderly_childless_hh,lowest_quintile,2015,21700,2300,24000,4200,3300,25000
nonelderly_childless_hh,lowest_quintile,2016,21900,2300,24200,4100,3200,25100
nonelderly_childless_hh,lowest_quintile,2017,22200,2400,24600,4200,3300,25600
nonelderly_childless_hh,lowest_quintile,2018,22900,2400,25300,4700,3300,26700
nonelderly_childless_hh,lowest_quintile,2019,25000,2100,27100,4800,3500,28400
nonelderly_childless_hh,lowest_quintile,2020,21300,3000,24300,7800,200,31800
nonelderly_childless_hh,lowest_quintile,2021,24300,2600,26800,7100,1000,32900
nonelderly_childless_hh,second_quintile,1979,30300,2900,33300,1500,6000,28700
nonelderly_childless_hh,second_quintile,1980,28900,3100,32000,1700,5800,27900
nonelderly_childless_hh,second_quintile,1981,29400,3200,32500,1600,6100,28100
nonelderly_childless_hh,second_quintile,1982,28400,3400,31800,1800,5500,28100
nonelderly_childless_hh,second_quintile,1983,27700,3300,31000,1900,5300,27500
nonelderly_childless_hh,second_quintile,1984,30100,3100,33200,1800,5900,29200
nonelderly_childless_hh,second_quintile,1985,30000,3100,33100,1900,6000,29000
nonelderly_childless_hh,second_quintile,1986,30200,3300,33500,2100,6100,29400
nonelderly_childless_hh,second_quintile,1987,30100,3000,33100,2000,6000,29100
nonelderly_childless_hh,second_quintile,1988,31100,3000,34000,2000,6300,29700
nonelderly_childless_hh,second_quintile,1989,31700,2900,34600,2200,6400,30500
nonelderly_childless_hh,second_quintile,1990,32400,3000,35400,2100,6600,30900
nonelderly_childless_hh,second_quintile,1991,31700,3400,35100,2400,6500,31000
nonelderly_childless_hh,second_quintile,1992,31900,3700,35600,2600,6500,31700
nonelderly_childless_hh,second_quintile,1993,32400,3600,36000,2800,6600,32100
nonelderly_childless_hh,second_quintile,1994,33100,3400,36500,2800,6800,32500
nonelderly_childless_hh,second_quintile,1995,35400,3100,38500,2900,7200,34200
nonelderly_childless_hh,second_quintile,1996,34500,3500,38000,3100,7000,34100
nonelderly_childless_hh,second_quintile,1997,35300,3600,38900,3400,7200,35100
nonelderly_childless_hh,second_quintile,1998,36800,3700,40500,3600,7400,36700
nonelderly_childless_hh,second_quintile,1999,38700,3500,42200,3600,7800,38000
nonelderly_childless_hh,second_quintile,2000,37300,3900,41200,4000,7400,37700
nonelderly_childless_hh,second_quintile,2001,37300,3700,40900,4500,6800,38600
nonelderly_childless_hh,second_quintile,2002,36600,4100,40700,4600,6500,38700
nonelderly_childless_hh,second_quintile,2003,36700,4500,41200,4400,6400,39100
nonelderly_childless_hh,second_quintile,2004,38500,4000,42500,4300,6700,40000
nonelderly_childless_hh,second_quintile,2005,38600,4300,42900,4800,6900,40900
nonelderly_childless_hh,second_quintile,2006,39300,4400,43700,4700,7100,41200
nonelderly_childless_hh,second_quintile,2007,41100,4300,45400,4700,7400,42800
nonelderly_childless_hh,second_quintile,2008,39800,4500,44300,5100,5900,43500
nonelderly_childless_hh,second_quintile,2009,38700,5800,44600,5100,5600,44100
nonelderly_childless_hh,second_quintile,2010,38200,5900,44000,5400,5700,43700
nonelderly_childless_hh,second_quintile,2011,37900,5300,43200,6200,5600,43700
nonelderly_childless_hh,second_quintile,2012,37800,5300,43100,6100,5700,43600
nonelderly_childless_hh,second_quintile,2013,39500,4600,44100,6700,6700,44000
nonelderly_childless_hh,second_quintile,2014,39800,4300,44100,6900,6700,44300
nonelderly_childless_hh,second_quintile,2015,42400,4300,46700,7400,7200,46900
nonelderly_childless_hh,second_quintile,2016,43400,4100,47500,7300,7300,47500
nonelderly_childless_hh,second_quintile,2017,43700,4400,48100,7500,7300,48200
nonelderly_childless_hh,second_quintile,2018,44000,4200,48200,8000,6900,49300
nonelderly_childless_hh,second_quintile,2019,46700,4000,50800,8000,7500,51300
nonelderly_childless_hh,second_quintile,2020,43300,5300,48700,12600,3500,57700
nonelderly_childless_hh,second_quintile,2021,46900,4900,51900,11100,4400,58500
nonelderly_childless_hh,middle_quintile,1979,48700,2400,51000,600,10600,41100
nonelderly_childless_hh,middle_quintile,1980,46800,2800,49600,800,10400,40000
nonelderly_childless_hh,middle_quintile,1981,46800,3000,49800,800,10700,39900
nonelderly_childless_hh,middle_quintile,1982,46000,3100,49100,900,9900,40000
nonelderly_childless_hh,middle_quintile,1983,45900,3200,49200,900,9700,40400
nonelderly_childless_hh,middle_quintile,1984,49500,2900,52400,800,10500,42700
nonelderly_childless_hh,middle_quintile,1985,50000,2700,52700,900,10900,42700
nonelderly_childless_hh,middle_quintile,1986,51300,2800,54100,900,11200,43700
nonelderly_childless_hh,middle_quintile,1987,51100,2900,54000,1100,11000,44100
nonelderly_childless_hh,middle_quintile,1988,51000,2900,53900,1400,11100,44200
nonelderly_childless_hh,middle_quintile,1989,52000,2800,54700,1400,11300,44900
nonelderly_childless_hh,middle_quintile,1990,51900,3100,55000,1600,11500,45100
nonelderly_childless_hh,middle_quintile,1991,51300,3200,54500,1900,11200,45200
nonelderly_childless_hh,middle_quintile,1992,51000,3800,54900,2200,11200,45800
nonelderly_childless_hh,middle_quintile,1993,50600,3800,54300,2300,11100,45500
nonelderly_childless_hh,middle_quintile,1994,51100,3400,54500,2600,11200,45800
nonelderly_childless_hh,middle_quintile,1995,52900,3900,56800,2800,11700,47800
nonelderly_childless_hh,middle_quintile,1996,54300,3800,58000,2600,11900,48700
nonelderly_childless_hh,middle_quintile,1997,54800,3900,58700,2600,12200,49200
nonelderly_childless_hh,middle_quintile,1998,57400,4000,61400,3000,12500,51800
nonelderly_childless_hh,middle_quintile,1999,58800,4100,62900,3300,12900,53300
nonelderly_childless_hh,middle_quintile,2000,58100,4400,62400,3500,12700,53200
nonelderly_childless_hh,middle_quintile,2001,58900,4300,63200,3700,12000,54900
nonelderly_childless_hh,middle_quintile,2002,57200,4700,61900,4200,11400,54700
nonelderly_childless_hh,middle_quintile,2003,56900,5000,62000,4700,11200,55500
nonelderly_childless_hh,middle_quintile,2004,58400,4800,63200,5000,11400,56700
nonelderly_childless_hh,middle_quintile,2005,60100,4800,64900,4600,11900,57600
nonelderly_childless_hh,middle_quintile,2006,61700,5000,66700,4200,12300,58600
nonelderly_childless_hh,middle_quintile,2007,64700,5000,69700,4200,12700,61200
nonelderly_childless_hh,middle_quintile,2008,62700,5300,68000,4400,10700,61700
nonelderly_childless_hh,middle_quintile,2009,59700,6900,66500,5400,10100,61900
nonelderly_childless_hh,middle_quintile,2010,58300,7200,65500,5600,10200,60900
nonelderly_childless_hh,middle_quintile,2011,58400,6600,65000,6100,10000,61100
nonelderly_childless_hh,middle_quintile,2012,58500,6400,65000,6200,10200,60900
nonelderly_childless_hh,middle_quintile,2013,60700,6100,66800,6200,11600,61500
nonelderly_childless_hh,middle_quintile,2014,61900,5600,67500,6800,11900,62500
nonelderly_childless_hh,middle_quintile,2015,65100,5600,70700,7200,12400,65400
nonelderly_childless_hh,middle_quintile,2016,66600,5400,72000,7400,12700,66700
nonelderly_childless_hh,middle_quintile,2017,67000,5500,72500,7700,12600,67600
nonelderly_childless_hh,middle_quintile,2018,68500,5200,73600,7500,12000,69100
nonelderly_childless_hh,middle_quintile,2019,72500,5300,77800,7600,12900,72400
nonelderly_childless_hh,middle_quintile,2020,71500,6700,78200,11800,9200,80800
nonelderly_childless_hh,middle_quintile,2021,72800,5800,78600,11200,9800,80000
nonelderly_childless_hh,fourth_quintile,1979,71600,2100,73700,300,17100,56900
nonelderly_childless_hh,fourth_quintile,1980,70300,2300,72600,300,17000,55800
nonelderly_childless_hh,fourth_quintile,1981,71200,2300,73600,300,17900,56000
nonelderly_childless_hh,fourth_quintile,1982,71100,2500,73600,300,16900,57000
nonelderly_childless_hh,fourth_quintile,1983,71800,2400,74200,300,16600,58000
nonelderly_childless_hh,fourth_quintile,1984,75500,2200,77800,300,17300,60800
nonelderly_childless_hh,fourth_quintile,1985,76600,1900,78500,300,17800,61000
nonelderly_childless_hh,fourth_quintile,1986,79100,2200,81400,400,18600,63200
nonelderly_childless_hh,fourth_quintile,1987,79300,2100,81400,400,18300,63500
nonelderly_childless_hh,fourth_quintile,1988,80300,2100,82400,400,18900,63900
nonelderly_childless_hh,fourth_quintile,1989,80900,2100,83000,500,19000,64600
nonelderly_childless_hh,fourth_quintile,1990,79800,2500,82300,600,18900,64000
nonelderly_childless_hh,fourth_quintile,1991,79600,2700,82300,700,18700,64300
nonelderly_childless_hh,fourth_quintile,1992,79300,3100,82400,1000,18500,64900
nonelderly_childless_hh,fourth_quintile,1993,79800,3200,82900,1000,18600,65400
nonelderly_childless_hh,fourth_quintile,1994,80800,2800,83600,1100,18800,65900
nonelderly_childless_hh,fourth_quintile,1995,82100,3000,85100,1300,19200,67200
nonelderly_childless_hh,fourth_quintile,1996,85500,3000,88400,1000,20100,69300
nonelderly_childless_hh,fourth_quintile,1997,87000,2900,89900,1200,20600,70500
nonelderly_childless_hh,fourth_quintile,1998,91000,2800,93800,1200,21400,73600
nonelderly_childless_hh,fourth_quintile,1999,93500,3100,96500,1400,22000,75900
nonelderly_childless_hh,fourth_quintile,2000,94500,2900,97400,1400,22100,76700
nonelderly_childless_hh,fourth_quintile,2001,94400,3200,97600,1400,20900,78000
nonelderly_childless_hh,fourth_quintile,2002,91800,4000,95800,1800,19900,77700
nonelderly_childless_hh,fourth_quintile,2003,92800,4100,97000,1800,19600,79200
nonelderly_childless_hh,fourth_quintile,2004,95000,4500,99500,2400,20100,81800
nonelderly_childless_hh,fourth_quintile,2005,96800,4400,101200,2200,20700,82800
nonelderly_childless_hh,fourth_quintile,2006,99600,4700,104300,2200,21400,85000
nonelderly_childless_hh,fourth_quintile,2007,102900,4500,107400,2200,21900,87700
nonelderly_childless_hh,fourth_quintile,2008,100600,4700,105300,2300,19500,88100
nonelderly_childless_hh,fourth_quintile,2009,96200,6200,102500,3000,18400,87000
nonelderly_childless_hh,fourth_quintile,2010,95000,6700,101700,3100,18600,86200
nonelderly_childless_hh,fourth_quintile,2011,95900,6000,101900,3300,18300,86900
nonelderly_childless_hh,fourth_quintile,2012,97300,5800,103100,3200,18900,87300
nonelderly_childless_hh,fourth_quintile,2013,100700,5500,106100,3300,21400,88000
nonelderly_childless_hh,fourth_quintile,2014,103500,5100,108600,3600,22200,90000
nonelderly_childless_hh,fourth_quintile,2015,108600,5000,113600,3900,23200,94300
nonelderly_childless_hh,fourth_quintile,2016,108600,5100,113600,4500,23300,94900
nonelderly_childless_hh,fourth_quintile,2017,110500,5100,115600,4300,23500,96400
nonelderly_childless_hh,fourth_quintile,2018,112400,4800,117200,4000,22400,98800
nonelderly_childless_hh,fourth_quintile,2019,117900,5000,122800,3800,23700,103000
nonelderly_childless_hh,fourth_quintile,2020,117000,6800,123800,8900,19700,113000
nonelderly_childless_hh,fourth_quintile,2021,119200,5900,125100,7700,21000,111700
nonelderly_childless_hh,highest_quintile,1979,144500,1500,146000,200,39900,106200
nonelderly_childless_hh,highest_quintile,1980,141200,1800,143000,200,39100,104000
nonelderly_childless_hh,highest_quintile,1981,142400,1800,144200,200,39400,105000
nonelderly_childless_hh,highest_quintile,1982,144900,2100,147000,100,36800,110400
nonelderly_childless_hh,highest_quintile,1983,148800,2000,150800,100,36600,114300
nonelderly_childless_hh,highest_quintile,1984,160200,1800,161900,200,39000,123100
nonelderly_childless_hh,highest_quintile,1985,163500,1800,165300,200,40300,125200
nonelderly_childless_hh,highest_quintile,1986,178100,1800,179900,100,43600,136400
nonelderly_childless_hh,highest_quintile,1987,170800,1800,172600,200,44800,128000
nonelderly_childless_hh,highest_quintile,1988,185300,2000,187300,200,48300,139200
nonelderly_childless_hh,highest_quintile,1989,182800,2200,185000,200,47100,138100
nonelderly_childless_hh,highest_quintile,1990,182800,2300,185100,300,47100,138300
nonelderly_childless_hh,highest_quintile,1991,176400,2500,178800,300,46000,133100
nonelderly_childless_hh,highest_quintile,1992,184100,2700,186800,400,48300,138900
nonelderly_childless_hh,highest_quintile,1993,181100,2700,183800,500,49300,135000
nonelderly_childless_hh,highest_quintile,1994,183700,2400,186100,500,51000,135700
nonelderly_childless_hh,highest_quintile,1995,191900,2300,194200,400,53800,140800
nonelderly_childless_hh,highest_quintile,1996,202100,2400,204500,500,57200,147800
nonelderly_childless_hh,highest_quintile,1997,215900,2600,218600,500,61300,157700
nonelderly_childless_hh,highest_quintile,1998,230600,2500,233100,500,64800,168800
nonelderly_childless_hh,highest_quintile,1999,241700,2500,244200,500,68500,176200
nonelderly_childless_hh,highest_quintile,2000,252200,2600,254800,500,71300,183900
nonelderly_childless_hh,highest_quintile,2001,231000,2500,233400,500,62700,171200
nonelderly_childless_hh,highest_quintile,2002,218800,2900,221700,600,57700,164500
nonelderly_childless_hh,highest_quintile,2003,223500,3000,226500,700,56400,170800
nonelderly_childless_hh,highest_quintile,2004,240600,3000,243600,700,61200,183200
nonelderly_childless_hh,highest_quintile,2005,266700,3100,269800,800,69100,201500
nonelderly_childless_hh,highest_quintile,2006,271500,3200,274600,700,70200,205100
nonelderly_childless_hh,highest_quintile,2007,275800,3000,278900,700,69500,210100
