household_type,income_group,year,means_tested_transfers,medicaid_and_chip,snap,ssi,other_transfers
elderly_headed_hh,second_quintile,2017,5600,3300,500,300,1500
elderly_headed_hh,second_quintile,2018,6600,4300,400,400,1400
elderly_headed_hh,second_quintile,2019,6000,3900,400,300,1400
elderly_headed_hh,second_quintile,2020,7000,4100,600,300,2100
elderly_headed_hh,second_quintile,2021,8300,4800,800,300,2300
elderly_headed_hh,middle_quintile,1979,800,300,0,300,100
elderly_headed_hh,middle_quintile,1980,800,300,100,300,200
elderly_headed_hh,middle_quintile,1981,1100,400,100,300,300
elderly_headed_hh,middle_quintile,1982,1400,500,100,300,400
elderly_headed_hh,middle_quintile,1983,1700,600,100,300,700
elderly_headed_hh,middle_quintile,1984,1500,500,100,300,500
elderly_headed_hh,middle_quintile,1985,1700,700,100,400,600
elderly_headed_hh,middle_quintile,1986,1600,700,100,300,500
elderly_headed_hh,middle_quintile,1987,1500,700,0,300,400
elderly_headed_hh,middle_quintile,1988,1500,600,100,300,500
elderly_headed_hh,middle_quintile,1989,1800,800,100,300,600
elderly_headed_hh,middle_quintile,1990,2100,1000,100,400,600
elderly_headed_hh,middle_quintile,1991,2400,1100,100,400,700
elderly_headed_hh,middle_quintile,1992,3000,1400,200,600,800
elderly_headed_hh,middle_quintile,1993,3200,1600,200,600,900
elderly_headed_hh,middle_quintile,1994,3300,1600,200,600,900
elderly_headed_hh,middle_quintile,1995,3400,1600,100,600,1100
elderly_headed_hh,middle_quintile,1996,3300,1600,200,600,1000
elderly_headed_hh,middle_quintile,1997,3300,1600,100,500,1000
elderly_headed_hh,middle_quintile,1998,3200,1900,100,500,700
elderly_headed_hh,middle_quintile,1999,3100,1800,100,500,600
elderly_headed_hh,middle_quintile,2000,3300,1900,100,500,700
elderly_headed_hh,middle_quintile,2001,3800,2300,100,600,800
elderly_headed_hh,middle_quintile,2002,4100,2500,100,600,900
elderly_headed_hh,middle_quintile,2003,4600,2900,200,700,900
elderly_headed_hh,middle_quintile,2004,5100,3300,200,600,1000
elderly_headed_hh,middle_quintile,2005,4500,2800,200,500,1000
elderly_headed_hh,middle_quintile,2006,4400,2200,100,500,1500
elderly_headed_hh,middle_quintile,2007,3900,1900,200,400,1400
elderly_headed_hh,middle_quintile,2008,4400,2400,200,500,1300
elderly_headed_hh,middle_quintile,2009,4500,2400,300,500,1300
elderly_headed_hh,middle_quintile,2010,4900,2500,400,500,1400
elderly_headed_hh,middle_quintile,2011,5100,2900,400,500,1400
elderly_headed_hh,middle_quintile,2012,4700,2700,400,500,1200
elderly_headed_hh,middle_quintile,2013,4800,2700,400,500,1200
elderly_headed_hh,middle_quintile,2014,6200,3800,400,500,1400
elderly_headed_hh,middle_quintile,2015,6100,3800,400,500,1400
elderly_headed_hh,middle_quintile,2016,6500,4100,400,400,1600
elderly_headed_hh,middle_quintile,2017,6500,4200,300,500,1600
elderly_headed_hh,middle_quintile,2018,6500,4300,300,500,1400
elderly_headed_hh,middle_quintile,2019,6600,4300,300,400,1600
elderly_headed_hh,middle_quintile,2020,7600,4300,400,300,2700
elderly_headed_hh,middle_quintile,2021,8300,4800,700,400,2500
elderly_headed_hh,fourth_quintile,1979,400,200,0,100,100
elderly_headed_hh,fourth_quintile,1980,400,200,0,100,100
elderly_headed_hh,fourth_quintile,1981,300,100,0,100,100
elderly_headed_hh,fourth_quintile,1982,400,200,0,100,100
elderly_headed_hh,fourth_quintile,1983,400,200,0,100,100
elderly_headed_hh,fourth_quintile,1984,400,200,0,100,100
elderly_headed_hh,fourth_quintile,1985,400,200,0,100,100
elderly_headed_hh,fourth_quintile,1986,400,200,0,100,100
elderly_headed_hh,fourth_quintile,1987,400,200,0,100,100
elderly_headed_hh,fourth_quintile,1988,400,200,0,200,100
elderly_headed_hh,fourth_quintile,1989,300,200,0,100,100
elderly_headed_hh,fourth_quintile,1990,400,200,0,100,100
elderly_headed_hh,fourth_quintile,1991,700,400,0,200,100
elderly_headed_hh,fourth_quintile,1992,700,400,0,200,100
elderly_headed_hh,fourth_quintile,1993,1000,600,100,200,100
elderly_headed_hh,fourth_quintile,1994,1000,600,0,200,200
elderly_headed_hh,fourth_quintile,1995,1100,700,0,200,200
elderly_headed_hh,fourth_quintile,1996,1300,800,0,300,200
elderly_headed_hh,fourth_quintile,1997,1300,900,0,200,200
elderly_headed_hh,fourth_quintile,1998,1400,1000,0,300,100
elderly_headed_hh,fourth_quintile,1999,1400,1100,0,300,100
elderly_headed_hh,fourth_quintile,2000,1600,1200,0,300,100
elderly_headed_hh,fourth_quintile,2001,1700,1200,0,300,200
elderly_headed_hh,fourth_quintile,2002,2300,1600,100,300,300
elderly_headed_hh,fourth_quintile,2003,2400,1700,100,300,300
elderly_headed_hh,fourth_quintile,2004,2500,1900,0,300,200
elderly_headed_hh,fourth_quintile,2005,2500,1900,100,300,200
elderly_headed_hh,fourth_quintile,2006,2200,1500,0,300,400
elderly_headed_hh,fourth_quintile,2007,2600,1700,100,300,600
elderly_headed_hh,fourth_quintile,2008,2600,1600,100,400,500
elderly_headed_hh,fourth_quintile,2009,3100,2000,200,400,600
elderly_headed_hh,fourth_quintile,2010,3000,1800,200,300,700
elderly_headed_hh,fourth_quintile,2011,3100,2000,200,300,600
elderly_headed_hh,fourth_quintile,2012,3100,2000,200,400,500
elderly_headed_hh,fourth_quintile,2013,2900,1900,200,300,600
elderly_headed_hh,fourth_quintile,2014,3400,2300,200,300,600
elderly_headed_hh,fourth_quintile,2015,4000,2800,200,400,600
elderly_headed_hh,fourth_quintile,2016,4200,2900,200,400,700
elderly_headed_hh,fourth_quintile,2017,4300,3100,200,300,700
elderly_headed_hh,fourth_quintile,2018,3800,2800,100,300,500
elderly_headed_hh,fourth_quintile,2019,4400,3200,200,400,600
elderly_headed_hh,fourth_quintile,2020,6700,3600,300,300,2500
elderly_headed_hh,fourth_quintile,2021,6000,3500,300,300,1800
elderly_headed_hh,highest_quintile,1979,300,100,0,100,0
elderly_headed_hh,highest_quintile,1980,200,100,0,100,0
elderly_headed_hh,highest_quintile,1981,200,100,0,100,0
elderly_headed_hh,highest_quintile,1982,200,100,0,100,0
elderly_headed_hh,highest_quintile,1983,200,100,0,100,0
elderly_headed_hh,highest_quintile,1984,100,100,0,0,0
elderly_headed_hh,highest_quintile,1985,200,100,0,100,0
elderly_headed_hh,highest_quintile,1986,200,100,0,100,0
elderly_headed_hh,highest_quintile,1987,200,100,0,0,0
elderly_headed_hh,highest_quintile,1988,300,100,0,100,100
elderly_headed_hh,highest_quintile,1989,200,100,0,100,0
elderly_headed_hh,highest_quintile,1990,200,100,0,0,100
elderly_headed_hh,highest_quintile,1991,300,100,0,100,100
elderly_headed_hh,highest_quintile,1992,400,200,0,100,0
elderly_headed_hh,highest_quintile,1993,500,300,0,100,0
elderly_headed_hh,highest_quintile,1994,600,400,0,100,0
elderly_headed_hh,highest_quintile,1995,500,400,0,100,0
elderly_headed_hh,highest_quintile,1996,600,500,0,100,0
elderly_headed_hh,highest_quintile,1997,600,500,0,100,0
elderly_headed_hh,highest_quintile,1998,800,600,0,100,0
elderly_headed_hh,highest_quintile,1999,600,500,0,100,0
elderly_headed_hh,highest_quintile,2000,900,700,0,100,0
elderly_headed_hh,highest_quintile,2001,1000,800,0,100,100
elderly_headed_hh,highest_quintile,2002,1300,1000,0,200,100
elderly_headed_hh,highest_quintile,2003,1400,1300,0,100,0
elderly_headed_hh,highest_quintile,2004,1300,1100,0,200,0
elderly_headed_hh,highest_quintile,2005,1200,1000,0,100,0
elderly_headed_hh,highest_quintile,2006,1400,1000,0,200,200
elderly_headed_hh,highest_quintile,2007,1700,1200,0,200,300
elderly_headed_hh,highest_quintile,2008,1300,1000,0,200,200
elderly_headed_hh,highest_quintile,2009,1700,1200,100,200,300
elderly_headed_hh,highest_quintile,2010,1700,1300,100,200,200
elderly_headed_hh,highest_quintile,2011,1300,1000,0,200,200
elderly_headed_hh,highest_quintile,2012,1400,1000,0,200,200
elderly_headed_hh,highest_quintile,2013,1200,900,0,100,200
elderly_headed_hh,highest_quintile,2014,1800,1400,100,100,200
elderly_headed_hh,highest_quintile,2015,2000,1600,100,100,200
elderly_headed_hh,highest_quintile,2016,2300,1700,0,200,300
elderly_headed_hh,highest_quintile,2017,2000,1600,0,100,200
elderly_headed_hh,highest_quintile,2018,1600,1300,0,100,200
elderly_headed_hh,highest_quintile,2019,2100,1600,100,200,200
elderly_headed_hh,highest_quintile,2020,4500,2200,100,200,2000
elderly_headed_hh,highest_quintile,2021,3200,1900,100,200,1100
elderly_headed_hh,percentiles_81_90,1979,300,100,0,100,0
elderly_headed_hh,percentiles_81_90,1980,300,100,0,100,0
elderly_headed_hh,percentiles_81_90,1981,300,200,0,100,0
elderly_headed_hh,percentiles_81_90,1982,200,100,0,100,0
elderly_headed_hh,percentiles_81_90,1983,300,200,0,100,0
elderly_headed_hh,percentiles_81_90,1984,200,100,0,0,0
elderly_headed_hh,percentiles_81_90,1985,300,100,0,100,0
elderly_headed_hh,percentiles_81_90,1986,300,100,0,100,0
elderly_headed_hh,percentiles_81_90,1987,200,100,0,100,0
elderly_headed_hh,percentiles_81_90,1988,300,100,0,100,100
elderly_headed_hh,percentiles_81_90,1989,400,200,0,100,0
elderly_headed_hh,percentiles_81_90,1990,300,100,0,100,100
elderly_headed_hh,percentiles_81_90,1991,300,200,0,100,100
elderly_headed_hh,percentiles_81_90,1992,400,200,0,100,0
elderly_headed_hh,percentiles_81_90,1993,800,500,0,200,0
elderly_headed_hh,percentiles_81_90,1994,700,500,0,100,100
elderly_headed_hh,percentiles_81_90,1995,700,500,0,100,0
elderly_headed_hh,percentiles_81_90,1996,600,500,0,100,0
elderly_headed_hh,percentiles_81_90,1997,800,600,0,100,0
elderly_headed_hh,percentiles_81_90,1998,900,800,0,200,0
elderly_headed_hh,percentiles_81_90,1999,700,500,0,100,0
elderly_headed_hh,percentiles_81_90,2000,1000,800,0,200,0
elderly_headed_hh,percentiles_81_90,2001,1400,1100,0,200,100
elderly_headed_hh,percentiles_81_90,2002,1600,1300,0,200,100
elderly_headed_hh,percentiles_81_90,2003,1900,1600,0,200,100
elderly_headed_hh,percentiles_81_90,2004,1600,1300,0,200,100
elderly_headed_hh,percentiles_81_90,2005,1400,1200,0,200,0
elderly_headed_hh,percentiles_81_90,2006,1700,1300,0,200,200
elderly_headed_hh,percentiles_81_90,2007,2100,1400,0,300,300
elderly_headed_hh,percentiles_81_90,2008,1700,1200,0,300,200
elderly_headed_hh,percentiles_81_90,2009,2100,1500,100,200,300
elderly_headed_hh,percentiles_81_90,2010,2200,1600,100,200,300
elderly_headed_hh,percentiles_81_90,2011,1800,1300,0,300,200
elderly_headed_hh,percentiles_81_90,2012,1900,1300,100,200,200
elderly_headed_hh,percentiles_81_90,2013,1500,1100,0,200,200
elderly_headed_hh,percentiles_81_90,2014,2300,1800,100,200,300
elderly_headed_hh,percentiles_81_90,2015,2500,2000,100,200,300
elderly_headed_hh,percentiles_81_90,2016,2900,2200,100,200,400
elderly_headed_hh,percentiles_81_90,2017,2500,1900,100,200,300
elderly_headed_hh,percentiles_81_90,2018,2100,1700,100,200,200
elderly_headed_hh,percentiles_81_90,2019,2600,2000,100,200,300
elderly_headed_hh,percentiles_81_90,2020,5700,2800,100,300,2400
elderly_headed_hh,percentiles_81_90,2021,3900,2300,100,200,1300
elderly_headed_hh,percentiles_91_95,1979,400,200,0,200,0
elderly_headed_hh,percentiles_91_95,1980,200,100,0,100,0
elderly_headed_hh,percentiles_91_95,1981,100,0,0,0,0
elderly_headed_hh,percentiles_91_95,1982,200,100,0,0,0
elderly_headed_hh,percentiles_91_95,1983,100,100,0,0,0
elderly_headed_hh,percentiles_91_95,1984,100,100,0,0,0
elderly_headed_hh,percentiles_91_95,1985,100,100,0,0,0
elderly_headed_hh,percentiles_91_95,1986,200,100,0,100,0
elderly_headed_hh,percentiles_91_95,1987,200,100,0,0,0
elderly_headed_hh,percentiles_91_95,1988,400,100,0,0,300
elderly_headed_hh,percentiles_91_95,1989,100,100,0,100,0
elderly_headed_hh,percentiles_91_95,1990,200,100,0,0,100
elderly_headed_hh,percentiles_91_95,1991,400,200,0,100,0
elderly_headed_hh,percentiles_91_95,1992,500,300,0,100,100
elderly_headed_hh,percentiles_91_95,1993,400,300,0,100,0
elderly_headed_hh,percentiles_91_95,1994,400,300,0,100,0
elderly_headed_hh,percentiles_91_95,1995,400,300,0,0,0
elderly_headed_hh,percentiles_91_95,1996,700,500,0,100,0
elderly_headed_hh,percentiles_91_95,1997,500,400,0,100,0
elderly_headed_hh,percentiles_91_95,1998,600,500,0,100,0
elderly_headed_hh,percentiles_91_95,1999,700,500,0,200,0
elderly_headed_hh,percentiles_91_95,2000,800,700,0,100,0
elderly_headed_hh,percentiles_91_95,2001,700,600,0,100,0
elderly_headed_hh,percentiles_91_95,2002,1100,1000,0,100,0
elderly_headed_hh,percentiles_91_95,2003,1200,1000,0,100,0
elderly_headed_hh,percentiles_91_95,2004,1200,1000,0,200,0
elderly_headed_hh,percentiles_91_95,2005,1100,900,0,100,0
elderly_headed_hh,percentiles_91_95,2006,1200,900,0,100,200
elderly_headed_hh,percentiles_91_95,2007,1700,1200,0,200,400
elderly_headed_hh,percentiles_91_95,2008,1000,700,0,100,100
elderly_headed_hh,percentiles_91_95,2009,1600,1200,100,200,200
elderly_headed_hh,percentiles_91_95,2010,1500,1100,100,100,200
elderly_headed_hh,percentiles_91_95,2011,1100,800,0,200,100
elderly_headed_hh,percentiles_91_95,2012,1200,900,0,100,100
elderly_headed_hh,percentiles_91_95,2013,1100,800,0,100,100
elderly_headed_hh,percentiles_91_95,2014,1600,1200,100,100,200
elderly_headed_hh,percentiles_91_95,2015,1800,1400,0,100,200
elderly_headed_hh,percentiles_91_95,2016,2100,1600,0,100,300
elderly_headed_hh,percentiles_91_95,2017,1700,1400,0,100,200
elderly_headed_hh,percentiles_91_95,2018,1100,900,0,100,100
elderly_headed_hh,percentiles_91_95,2019,1800,1400,100,200,200
elderly_headed_hh,percentiles_91_95,2020,3800,1700,100,200,1800
elderly_headed_hh,percentiles_91_95,2021,3100,1900,100,200,900
elderly_headed_hh,percentiles_96_99,1979,200,100,0,0,0
elderly_headed_hh,percentiles_96_99,1980,100,0,0,0,0
elderly_headed_hh,percentiles_96_99,1981,200,100,0,100,0
elderly_headed_hh,percentiles_96_99,1982,100,0,0,100,0
elderly_headed_hh,percentiles_96_99,1983,200,100,0,100,0
elderly_headed_hh,percentiles_96_99,1984,100,0,0,0,0
elderly_headed_hh,percentiles_96_99,1985,100,100,0,0,0
elderly_headed_hh,percentiles_96_99,1986,100,100,0,0,0
elderly_headed_hh,percentiles_96_99,1987,100,100,0,0,0
elderly_headed_hh,percentiles_96_99,1988,200,0,0,100,100
elderly_headed_hh,percentiles_96_99,1989,200,0,0,0,100
elderly_headed_hh,percentiles_96_99,1990,200,100,0,0,100
elderly_headed_hh,percentiles_96_99,1991,100,0,0,0,0
elderly_headed_hh,percentiles_96_99,1992,200,100,0,100,0
elderly_headed_hh,percentiles_96_99,1993,100,100,0,0,0
elderly_headed_hh,percentiles_96_99,1994,500,400,0,100,0
elderly_headed_hh,percentiles_96_99,1995,400,300,0,100,0
elderly_headed_hh,percentiles_96_99,1996,600,400,0,100,0
elderly_headed_hh,percentiles_96_99,1997,400,400,0,100,0
elderly_headed_hh,percentiles_96_99,1998,800,600,0,100,0
elderly_headed_hh,percentiles_96_99,1999,600,500,0,100,100
elderly_headed_hh,percentiles_96_99,2000,700,600,0,100,0
elderly_headed_hh,percentiles_96_99,2001,600,500,0,100,0
elderly_headed_hh,percentiles_96_99,2002,800,600,0,100,0
elderly_headed_hh,percentiles_96_99,2003,1000,900,0,100,0
elderly_headed_hh,percentiles_96_99,2004,800,700,0,100,0
elderly_headed_hh,percentiles_96_99,2005,800,700,0,100,0
elderly_headed_hh,percentiles_96_99,2006,900,700,0,100,100
elderly_headed_hh,percentiles_96_99,2007,1300,900,0,100,200
elderly_headed_hh,percentiles_96_99,2008,1000,800,0,100,100
elderly_headed_hh,percentiles_96_99,2009,1000,700,100,100,100
elderly_headed_hh,percentiles_96_99,2010,1000,700,0,100,100
elderly_headed_hh,percentiles_96_99,2011,600,500,0,0,100
elderly_headed_hh,percentiles_96_99,2012,600,400,0,100,100
elderly_headed_hh,percentiles_96_99,2013,900,700,0,100,100
elderly_headed_hh,percentiles_96_99,2014,800,600,0,100,100
elderly_headed_hh,percentiles_96_99,2015,1200,1100,0,0,100
elderly_headed_hh,percentiles_96_99,2016,1100,900,0,0,100
elderly_headed_hh,percentiles_96_99,2017,1300,1100,0,100,100
elderly_headed_hh,percentiles_96_99,2018,1000,800,0,100,100
elderly_headed_hh,percentiles_96_99,2019,1200,900,0,100,100
elderly_headed_hh,percentiles_96_99,2020,2700,1400,100,100,1200
elderly_headed_hh,percentiles_96_99,2021,2000,1100,100,100,700
elderly_headed_hh,top_1_percent,1979,100,100,0,0,0
elderly_headed_hh,top_1_percent,1980,0,0,0,0,0
elderly_headed_hh,top_1_percent,1981,100,0,0,0,0
elderly_headed_hh,top_1_percent,1982,100,100,0,0,0
elderly_headed_hh,top_1_percent,1983,0,0,0,0,0
elderly_headed_hh,top_1_percent,1984,100,0,0,0,0
elderly_headed_hh,top_1_percent,1985,0,0,0,0,0
elderly_headed_hh,top_1_percent,1986,100,0,0,0,0
elderly_headed_hh,top_1_percent,1987,0,0,0,0,0
elderly_headed_hh,top_1_percent,1988,200,0,0,0,100
elderly_headed_hh,top_1_percent,1989,100,100,0,0,0
elderly_headed_hh,top_1_percent,1990,300,0,0,0,300
elderly_headed_hh,top_1_percent,1991,100,100,0,0,0
elderly_headed_hh,top_1_percent,1992,300,200,0,100,0
elderly_headed_hh,top_1_percent,1993,0,0,0,0,0
elderly_headed_hh,top_1_percent,1994,300,300,0,0,0
elderly_headed_hh,top_1_percent,1995,200,100,0,100,0
elderly_headed_hh,top_1_percent,1996,400,400,0,0,0
elderly_headed_hh,top_1_percent,1997,200,200,0,0,0
elderly_headed_hh,top_1_percent,1998,600,300,0,100,200
elderly_headed_hh,top_1_percent,1999,200,100,0,0,0
elderly_headed_hh,top_1_percent,2000,900,800,0,100,0
elderly_headed_hh,top_1_percent,2001,500,300,0,100,0
elderly_headed_hh,top_1_percent,2002,500,400,0,100,0
elderly_headed_hh,top_1_percent,2003,400,400,0,0,0
elderly_headed_hh,top_1_percent,2004,700,600,0,100,0
elderly_headed_hh,top_1_percent,2005,600,500,0,100,0
elderly_headed_hh,top_1_percent,2006,1000,700,0,200,100
elderly_headed_hh,top_1_percent,2007,500,400,0,0,100
elderly_headed_hh,top_1_percent,2008,900,700,0,100,100
elderly_headed_hh,top_1_percent,2009,700,400,0,100,100
elderly_headed_hh,top_1_percent,2010,1000,700,0,100,100
elderly_headed_hh,top_1_percent,2011,1000,700,0,100,100
elderly_headed_hh,top_1_percent,2012,600,400,0,100,100
elderly_headed_hh,top_1_percent,2013,500,400,0,0,100
elderly_headed_hh,top_1_percent,2014,1300,1100,0,0,200
elderly_headed_hh,top_1_percent,2015,600,500,0,0,100
elderly_headed_hh,top_1_percent,2016,1500,1300,0,0,200
elderly_headed_hh,top_1_percent,2017,1500,1300,0,0,100
elderly_headed_hh,top_1_percent,2018,1400,1200,0,100,100
elderly_headed_hh,top_1_percent,2019,400,300,0,0,100
elderly_headed_hh,top_1_percent,2020,3200,1600,0,200,1300
elderly_headed_hh,top_1_percent,2021,1100,600,100,0,400
nonelderly_childless_hh,all_quintiles,1979,700,200,100,300,100
nonelderly_childless_hh,all_quintiles,1980,800,200,100,300,100
nonelderly_childless_hh,all_quintiles,1981,800,300,100,300,100
nonelderly_childless_hh,all_quintiles,1982,800,300,100,300,200
nonelderly_childless_hh,all_quintiles,1983,800,300,100,300,200
nonelderly_childless_hh,all_quintiles,1984,900,300,100,300,200
nonelderly_childless_hh,all_quintiles,1985,900,300,100,300,200
nonelderly_childless_hh,all_quintiles,1986,900,300,100,300,200
nonelderly_childless_hh,all_quintiles,1987,900,300,100,300,200
nonelderly_childless_hh,all_quintiles,1988,900,400,100,300,200
nonelderly_childless_hh,all_quintiles,1989,1000,400,100,300,200
nonelderly_childless_hh,all_quintiles,1990,1100,400,100,300,200
nonelderly_childless_hh,all_quintiles,1991,1200,500,100,400,200
nonelderly_childless_hh,all_quintiles,1992,1400,600,100,400,200
nonelderly_childless_hh,all_quintiles,1993,1500,700,100,400,300
nonelderly_childless_hh,all_quintiles,1994,1600,800,100,400,300
nonelderly_childless_hh,all_quintiles,1995,1700,900,100,400,300
nonelderly_childless_hh,all_quintiles,1996,1700,900,100,400,300
nonelderly_childless_hh,all_quintiles,1997,1800,1000,100,400,300
nonelderly_childless_hh,all_quintiles,1998,1900,1100,100,500,300
nonelderly_childless_hh,all_quintiles,1999,2000,1200,100,400,200
nonelderly_childless_hh,all_quintiles,2000,2100,1300,100,400,300
nonelderly_childless_hh,all_quintiles,2001,2300,1500,100,500,300
nonelderly_childless_hh,all_quintiles,2002,2500,1600,100,500,300
nonelderly_childless_hh,all_quintiles,2003,2600,1700,100,500,300
nonelderly_childless_hh,all_quintiles,2004,2700,1900,100,500,300
nonelderly_childless_hh,all_quintiles,2005,2800,1900,200,500,300
nonelderly_childless_hh,all_quintiles,2006,2700,1800,100,500,400
nonelderly_childless_hh,all_quintiles,2007,2800,1800,100,500,300
nonelderly_childless_hh,all_quintiles,2008,2900,1900,200,500,300
nonelderly_childless_hh,all_quintiles,2009,3300,2100,300,500,400
nonelderly_childless_hh,all_quintiles,2010,3500,2200,300,500,400
nonelderly_childless_hh,all_quintiles,2011,3800,2500,400,600,400
nonelderly_childless_hh,all_quintiles,2012,3900,2500,400,600,400
nonelderly_childless_hh,all_quintiles,2013,4000,2600,400,600,400
nonelderly_childless_hh,all_quintiles,2014,4400,3000,400,600,400
nonelderly_childless_hh,all_quintiles,2015,4700,3300,300,600,500
nonelderly_childless_hh,all_quintiles,2016,4900,3500,300,600,500
nonelderly_childless_hh,all_quintiles,2017,5000,3600,300,600,500
nonelderly_childless_hh,all_quintiles,2018,5000,3700,300,500,400
nonelderly_childless_hh,all_quintiles,2019,5200,3900,300,500,500
nonelderly_childless_hh,all_quintiles,2020,9100,4300,400,500,3900
nonelderly_childless_hh,all_quintiles,2021,8000,4600,600,500,2200
nonelderly_childless_hh,lowest_quintile,1979,1500,500,300,500,300
nonelderly_childless_hh,lowest_quintile,1980,1500,500,300,400,300
nonelderly_childless_hh,lowest_quintile,1981,1700,500,400,500,300
nonelderly_childless_hh,lowest_quintile,1982,1600,500,400,400,400
nonelderly_childless_hh,lowest_quintile,1983,1600,500,300,400,400
nonelderly_childless_hh,lowest_quintile,1984,1700,500,300,400,400
nonelderly_childless_hh,lowest_quintile,1985,1600,500,300,400,400
nonelderly_childless_hh,lowest_quintile,1986,1700,500,300,400,400
nonelderly_childless_hh,lowest_quintile,1987,1400,500,300,300,300
nonelderly_childless_hh,lowest_quintile,1988,1300,400,300,200,400
nonelderly_childless_hh,lowest_quintile,1989,1300,500,300,200,300
nonelderly_childless_hh,lowest_quintile,1990,1300,500,300,200,300
nonelderly_childless_hh,lowest_quintile,1991,1300,500,300,300,300
nonelderly_childless_hh,lowest_quintile,1992,1300,500,400,200,300
nonelderly_childless_hh,lowest_quintile,1993,1400,500,300,200,300
nonelderly_childless_hh,lowest_quintile,1994,1600,700,300,300,300
nonelderly_childless_hh,lowest_quintile,1995,1700,800,300,300,300
nonelderly_childless_hh,lowest_quintile,1996,1900,900,300,400,300
nonelderly_childless_hh,lowest_quintile,1997,2000,1000,200,400,300
nonelderly_childless_hh,lowest_quintile,1998,2000,1100,200,400,300
nonelderly_childless_hh,lowest_quintile,1999,2000,1200,200,400,300
nonelderly_childless_hh,lowest_quintile,2000,2100,1200,200,400,300
nonelderly_childless_hh,lowest_quintile,2001,2400,1500,200,300,400
nonelderly_childless_hh,lowest_quintile,2002,2100,1300,200,300,300
nonelderly_childless_hh,lowest_quintile,2003,2100,1400,200,200,300
nonelderly_childless_hh,lowest_quintile,2004,2100,1400,300,200,200
nonelderly_childless_hh,lowest_quintile,2005,2400,1500,300,300,300
nonelderly_childless_hh,lowest_quintile,2006,2500,1600,300,400,300
nonelderly_childless_hh,lowest_quintile,2007,2600,1700,300,300,300
nonelderly_childless_hh,lowest_quintile,2008,2600,1600,300,300,300
nonelderly_childless_hh,lowest_quintile,2009,2700,1600,500,300,400
nonelderly_childless_hh,lowest_quintile,2010,2900,1700,600,300,300
nonelderly_childless_hh,lowest_quintile,2011,3100,1700,700,300,400
nonelderly_childless_hh,lowest_quintile,2012,3400,1900,800,300,300
nonelderly_childless_hh,lowest_quintile,2013,3300,1900,800,300,300
nonelderly_childless_hh,lowest_quintile,2014,3900,2500,700,200,400
nonelderly_childless_hh,lowest_quintile,2015,4200,2900,600,300,500
nonelderly_childless_hh,lowest_quintile,2016,4100,2800,600,200,500
nonelderly_childless_hh,lowest_quintile,2017,4200,3000,600,200,500
nonelderly_childless_hh,lowest_quintile,2018,4700,3400,500,300,500
nonelderly_childless_hh,lowest_quintile,2019,4800,3600,400,200,500
nonelderly_childless_hh,lowest_quintile,2020,7800,3900,700,300,3000
nonelderly_childless_hh,lowest_quintile,2021,7100,4000,900,200,2000
nonelderly_childless_hh,second_quintile,1979,1500,400,100,500,300
nonelderly_childless_hh,second_quintile,1980,1700,500,200,600,300
nonelderly_childless_hh,second_quintile,1981,1600,500,200,600,400
nonelderly_childless_hh,second_quintile,1982,1800,600,200,600,400
nonelderly_childless_hh,second_quintile,1983,1900,600,200,600,500
nonelderly_childless_hh,second_quintile,1984,1800,600,100,700,500
nonelderly_childless_hh,second_quintile,1985,1900,700,100,600,500
nonelderly_childless_hh,second_quintile,1986,2100,700,100,700,500
nonelderly_childless_hh,second_quintile,1987,2000,700,100,700,400
nonelderly_childless_hh,second_quintile,1988,2000,800,100,800,400
nonelderly_childless_hh,second_quintile,1989,2200,900,100,700,500
nonelderly_childless_hh,second_quintile,1990,2100,900,200,600,500
nonelderly_childless_hh,second_quintile,1991,2400,1000,200,700,400
nonelderly_childless_hh,second_quintile,1992,2600,1200,300,700,500
nonelderly_childless_hh,second_quintile,1993,2800,1300,200,800,500
nonelderly_childless_hh,second_quintile,1994,2800,1400,200,700,500
nonelderly_childless_hh,second_quintile,1995,2900,1400,200,700,500
nonelderly_childless_hh,second_quintile,1996,3100,1600,200,800,500
nonelderly_childless_hh,second_quintile,1997,3400,1800,200,800,600
nonelderly_childless_hh,second_quintile,1998,3600,2000,200,900,500
nonelderly_childless_hh,second_quintile,1999,3600,2200,200,800,400
nonelderly_childless_hh,second_quintile,2000,4000,2500,100,800,500
nonelderly_childless_hh,second_quintile,2001,4500,2900,200,900,600
nonelderly_childless_hh,second_quintile,2002,4600,3000,200,800,500
nonelderly_childless_hh,second_quintile,2003,4400,3000,200,700,500
nonelderly_childless_hh,second_quintile,2004,4300,3000,200,700,400
nonelderly_childless_hh,second_quintile,2005,4800,3300,300,700,500
nonelderly_childless_hh,second_quintile,2006,4700,3100,200,700,600
nonelderly_childless_hh,second_quintile,2007,4700,3100,200,800,600
nonelderly_childless_hh,second_quintile,2008,5100,3400,300,800,700
nonelderly_childless_hh,second_quintile,2009,5100,3300,400,800,600
nonelderly_childless_hh,second_quintile,2010,5400,3400,500,800,700
nonelderly_childless_hh,second_quintile,2011,6200,4100,600,900,700
nonelderly_childless_hh,second_quintile,2012,6100,4100,600,800,700
nonelderly_childless_hh,second_quintile,2013,6700,4500,600,1000,600
nonelderly_childless_hh,second_quintile,2014,6900,4700,500,900,700
nonelderly_childless_hh,second_quintile,2015,7400,5200,500,900,800
